Type,Type2,Price,Sold Date,Bedrooms,Bathrooms,Area,Acres,Age,DoM,Unit No,Building No,Street,City,Address
Townhouse,3 Storey,595000,26/10/2017,5,2,1370,,45,95,101,3445,"E 49TH AVENUE,",Vancouver,"101, 3445 E 49TH AVENUE, Vancouver"
Townhouse,3 Storey,595000,26/10/2017,5,2,1370,,45,95,101,3445,"E 49TH AVENUE,",Vancouver,"101, 3445 E 49TH AVENUE, Vancouver"
Apartment,1 Storey,573750,21/08/2017,3,1,1024,,25,35,217,3440,"W BROADWAY,",Vancouver,"217, 3440 W BROADWAY, Vancouver"
Apartment,1 Storey,573750,21/08/2017,3,1,1024,,25,35,217,3440,"W BROADWAY,",Vancouver,"217, 3440 W BROADWAY, Vancouver"
Apartment,1 Storey,573750,21/08/2017,3,1,1024,,25,35,217,3440,"W BROADWAY,",Vancouver,"217, 3440 W BROADWAY, Vancouver"
Apartment,1 Storey,573750,21/08/2017,3,1,1024,,25,35,217,3440,"W BROADWAY,",Vancouver,"217, 3440 W BROADWAY, Vancouver"
Apartment,Upper Unit,708050,10/08/2017,4,2,1473,,24,11,316,3440,"W BROADWAY,",Vancouver,"316, 3440 W BROADWAY, Vancouver"
Apartment,"1 Storey, Corner Unit",840565,08/06/2018,4,2,1060,,New,13,2002,3438,"SAWMILL CRESCENT,",Vancouver,"2002, 3438 SAWMILL CRESCENT, Vancouver"
Apartment,"1 Storey, Inside Unit",495040,08/03/2018,2,1,646,,New,8,305,3438,"SAWMILL CRESCENT,",Vancouver,"305, 3438 SAWMILL CRESCENT, Vancouver"
Apartment,1 Storey,340000,08/01/2018,2,1,567,,20,14,201,3438,"VANNESS AVENUE,",Vancouver,"201, 3438 VANNESS AVENUE, Vancouver"
Apartment,1 Storey,340000,08/01/2018,2,1,567,,20,14,201,3438,"VANNESS AVENUE,",Vancouver,"201, 3438 VANNESS AVENUE, Vancouver"
Apartment,"1 Storey, Upper Unit",447695,28/03/2018,2,1,566,,New,1,801,3438,"SAWMILL CRESCENT,",Vancouver,"801, 3438 SAWMILL CRESCENT, Vancouver"
Apartment,1 Storey,449565,25/03/2018,2,1,592,,New,8,421,3438,"SAWMILL CRESCENT,",Vancouver,"421, 3438 SAWMILL CRESCENT, Vancouver"
Apartment,1 Storey,301750,13/09/2017,1,1,365,,19,46,1009,3438,"VANNESS AVENUE,",Vancouver,"1009, 3438 VANNESS AVENUE, Vancouver"
Apartment,Upper Unit,347480,13/03/2017,2,1,533,,20,7,1011,3438,"VANNESS AVENUE,",Vancouver,"1011, 3438 VANNESS AVENUE, Vancouver"
Apartment,"1 Storey, Upper Unit",305150,13/01/2017,1,1,406,,19,5,1203,3438,"VANNESS AVENUE,",Vancouver,"1203, 3438 VANNESS AVENUE, Vancouver"
Apartment,Upper Unit,465800,15/08/2017,3,2,731,,19,16,1402,3438,"VANNESS AVENUE,",Vancouver,"1402, 3438 VANNESS AVENUE, Vancouver"
Apartment,Upper Unit,374850,11/11/2017,2,1,562,,20,51,1506,3438,"VANNESS AVENUE,",Vancouver,"1506, 3438 VANNESS AVENUE, Vancouver"
Townhouse,2 Storey,658750,14/07/2017,3,2,1012,,37,13,8,3437,"W 4TH AVENUE,",Vancouver,"8, 3437 W 4TH AVENUE, Vancouver"
Townhouse,2 Storey,667250,21/08/2017,3,2,957,,37,8,2,3437,"W 4TH AVENUE,",Vancouver,"2, 3437 W 4TH AVENUE, Vancouver"
House,"2 Storey, Laneway House",1598000,23/04/2017,9,5,3250,0.13,59,139,,3436,"TANNER STREET,",Vancouver,"3436 TANNER STREET, Vancouver"
Townhouse,2 Storey w/Bsmt.,605200,15/04/2017,5,2,1370,,46,85,45,3425,"E 49 TH AVENUE,",Vancouver,"45, 3425 E 49 TH AVENUE, Vancouver"
Apartment,Corner Unit,493255,25/06/2017,3,2,837,,13,7,309,3423,"E HASTINGS STREET,",Vancouver,"309, 3423 E HASTINGS STREET, Vancouver"
House,Rancher w/Bsmt.,1275000,23/09/2017,7,2,2530,0.12,60,19,,3422,"TANNER STREET,",Vancouver,"3422 TANNER STREET, Vancouver"
Apartment,1 Storey,653480,15/04/2018,4,2,977,,New,10,303,3420,"ST. CATHERINES STREET,",Vancouver,"303, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,653480,15/04/2018,4,2,977,,New,10,303,3420,"ST. CATHERINES STREET,",Vancouver,"303, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,585480,08/09/2018,3,2,890,,New,4,307,3420,"ST. CATHERINES STREET,",Vancouver,"307, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,585480,08/09/2018,3,2,890,,New,4,307,3420,"ST. CATHERINES STREET,",Vancouver,"307, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,585480,08/09/2018,3,2,890,,New,4,307,3420,"ST. CATHERINES STREET,",Vancouver,"307, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,585480,08/09/2018,3,2,890,,New,4,307,3420,"ST. CATHERINES STREET,",Vancouver,"307, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,585480,08/09/2018,3,2,890,,New,4,307,3420,"ST. CATHERINES STREET,",Vancouver,"307, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,585480,08/09/2018,3,2,890,,New,4,307,3420,"ST. CATHERINES STREET,",Vancouver,"307, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,585480,08/09/2018,3,2,890,,New,4,307,3420,"ST. CATHERINES STREET,",Vancouver,"307, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,516205,10/05/2017,2,1,624,,New,35,205,3420,"ST. CATHERINES STREET,",Vancouver,"205, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,516205,10/05/2017,2,1,624,,New,35,205,3420,"ST. CATHERINES STREET,",Vancouver,"205, 3420 ST. CATHERINES STREET, Vancouver"
Apartment,1 Storey,516205,10/05/2017,2,1,624,,New,35,205,3420,"ST. CATHERINES STREET,",Vancouver,"205, 3420 ST. CATHERINES STREET, Vancouver"
Townhouse,3 Storey,684250,08/10/2018,4,3,1358,,23,50,4,3418,"ADANAC STREET,",Vancouver,"4, 3418 ADANAC STREET, Vancouver"
Apartment,Other,867000,24/11/2017,3,2,739,,New,47,,3404,"HOWE STREET,",Vancouver,"3404 HOWE STREET, Vancouver"
Townhouse,3 Storey,977500,16/09/2017,4,3,1367,,23,61,,3381,"FLEMING STREET,",Vancouver,"3381 FLEMING STREET, Vancouver"
House,"2 Storey w/Bsmt., Laneway House",1776500,21/06/2017,9,8,3451,0.09,1 year,69,,3378,"CHURCH STREET,",Vancouver,"3378 CHURCH STREET, Vancouver"
Apartment,Upper Unit,450415,08/03/2018,3,2,847,,1 year,54,404,3365,"E 4TH AVENUE,",Vancouver,"404, 3365 E 4TH AVENUE, Vancouver"
Apartment,Upper Unit,450500,19/09/2017,3,2,1121,,36,9,437,3364,"MARQUETTE CRESCENT,",Vancouver,"437, 3364 MARQUETTE CRESCENT, Vancouver"
Townhouse,"3 Storey, End Unit",746300,23/12/2017,4,3,1982,,43,7,9,3350,"ROSEMONT DRIVE,",Vancouver,"9, 3350 ROSEMONT DRIVE, Vancouver"
House,Rancher w/Bsmt.,1147500,22/07/2017,4,2,1600,0.11,67,76,,3334,"NANAIMO STREET,",Vancouver,"3334 NANAIMO STREET, Vancouver"
Apartment,1 Storey,590750,13/10/2017,2,1,706,,7,5,212,3333,"MAIN STREET,",Vancouver,"212, 3333 MAIN STREET, Vancouver"
Apartment,1 Storey,590750,13/10/2017,2,1,706,,7,5,212,3333,"MAIN STREET,",Vancouver,"212, 3333 MAIN STREET, Vancouver"
Apartment,Ground Level Unit,412250,21/07/2017,1,1,480,,20,37,106,3333,"W 4TH AVENUE,",Vancouver,"106, 3333 W 4TH AVENUE, Vancouver"
Apartment,Upper Unit,658750,18/12/2017,2,1,725,,7,28,415,3333,"MAIN STREET,",Vancouver,"415, 3333 MAIN STREET, Vancouver"
Apartment,"1 Storey, Penthouse",780300,17/12/2017,3,2,843,,7,6,512,3333,"MAIN STREET,",Vancouver,"512, 3333 MAIN STREET, Vancouver"
Apartment,End Unit,684250,15/12/2017,3,2,974,,20,6,211,3333,"W 4TH AVENUE,",Vancouver,"211, 3333 W 4TH AVENUE, Vancouver"
Townhouse,3 Storey,935000,10/10/2017,4,3,1644,,7,20,,3325,"WINDSOR STREET,",Vancouver,"3325 WINDSOR STREET, Vancouver"
Townhouse,3 Storey,935000,10/10/2017,4,3,1644,,7,20,,3325,"WINDSOR STREET,",Vancouver,"3325 WINDSOR STREET, Vancouver"
Townhouse,"Corner Unit, End Unit",977500,26/08/2017,4,3,1587,,7,55,,3323,"WINDSOR STREET,",Vancouver,"3323 WINDSOR STREET, Vancouver"
Townhouse,"Corner Unit, End Unit",977500,26/08/2017,4,3,1587,,7,55,,3323,"WINDSOR STREET,",Vancouver,"3323 WINDSOR STREET, Vancouver"
Apartment,Upper Unit,378250,26/06/2017,2,1,696,,17,50,305,3319,"KINGSWAY,",Vancouver,"305, 3319 KINGSWAY, Vancouver"
House,2 Storey,1143250,27/06/2017,5,3,2208,0.08,39,23,,3317,"VENABLES STREET,",Vancouver,"3317 VENABLES STREET, Vancouver"
House,5 Plus Level,960500,12/09/2017,4,3,1701,0.04,43,38,,3313,"CHURCH STREET,",Vancouver,"3313 CHURCH STREET, Vancouver"
House,3 Storey,1201432.5,23/10/2017,8,3,2988,0.07,108,27,,3311,"CHURCH STREET,",Vancouver,"3311 CHURCH STREET, Vancouver"
House,2 Storey,1164500,15/11/2017,5,3,2653,0.1,42,49,,3310,"NANAIMO STREET,",Vancouver,"3310 NANAIMO STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",677450,14/11/2017,2,1,584,,16,29,,3305,"STRATHMORE MEWS,",Vancouver,"3305 STRATHMORE MEWS, Vancouver"
Apartment,"Inside Unit, Upper Unit",790500,22/08/2017,2,1,725,,15,12,,3303,"STRATHMORE MEWS,",Vancouver,"3303 STRATHMORE MEWS, Vancouver"
Apartment,Penthouse,1317500,24/07/2017,3,2,1059,,13,8,,3302,"SEYMOUR STREET,",Vancouver,"3302 SEYMOUR STREET, Vancouver"
Apartment,"1 Storey, Ground Level Unit",586500,14/10/2017,2,1,783,,24,13,103,3290,"W 4TH AVENUE,",Vancouver,"103, 3290 W 4TH AVENUE, Vancouver"
Apartment,"5 Plus Level, Penthouse",580550,21/02/2018,3,2,927,,1 year,15,PH609,3289,"RIVERWALK AVENUE,",Vancouver,"PH609, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"5 Plus Level, Penthouse",580550,21/02/2018,3,2,927,,1 year,15,PH609,3289,"RIVERWALK AVENUE,",Vancouver,"PH609, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"5 Plus Level, Penthouse",580550,21/02/2018,3,2,927,,1 year,15,PH609,3289,"RIVERWALK AVENUE,",Vancouver,"PH609, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"5 Plus Level, Penthouse",580550,21/02/2018,3,2,927,,1 year,15,PH609,3289,"RIVERWALK AVENUE,",Vancouver,"PH609, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"5 Plus Level, Penthouse",580550,21/02/2018,3,2,927,,1 year,15,PH609,3289,"RIVERWALK AVENUE,",Vancouver,"PH609, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"5 Plus Level, Penthouse",580550,21/02/2018,3,2,927,,1 year,15,PH609,3289,"RIVERWALK AVENUE,",Vancouver,"PH609, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"5 Plus Level, Penthouse",580550,21/02/2018,3,2,927,,1 year,15,PH609,3289,"RIVERWALK AVENUE,",Vancouver,"PH609, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"Corner Unit, Upper Unit",495550,13/09/2017,2,1,721,,New,56,607,3289,"RIVERWALK AVENUE,",Vancouver,"607, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,586500,13/01/2017,3,2,864,,New,18,511,3289,"RIVERWALK AVENUE,",Vancouver,"511, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,586500,13/01/2017,3,2,864,,New,18,511,3289,"RIVERWALK AVENUE,",Vancouver,"511, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,586500,13/01/2017,3,2,864,,New,18,511,3289,"RIVERWALK AVENUE,",Vancouver,"511, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,586500,13/01/2017,3,2,864,,New,18,511,3289,"RIVERWALK AVENUE,",Vancouver,"511, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,586500,13/01/2017,3,2,864,,New,18,511,3289,"RIVERWALK AVENUE,",Vancouver,"511, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,586500,13/01/2017,3,2,864,,New,18,511,3289,"RIVERWALK AVENUE,",Vancouver,"511, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,586500,13/01/2017,3,2,864,,New,18,511,3289,"RIVERWALK AVENUE,",Vancouver,"511, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"2 Storey, Penthouse",807500,24/08/2017,3,2,1221,,New,36,614,3289,"RIVERWALK AVENUE,",Vancouver,"614, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,"2 Storey, Penthouse",807500,24/08/2017,3,2,1221,,New,36,614,3289,"RIVERWALK AVENUE,",Vancouver,"614, 3289 RIVERWALK AVENUE, Vancouver"
House,2 Storey w/Bsmt.,1173000,22/08/2017,6,4,2170,0.08,24,7,,3289,"PARKER STREET,",Vancouver,"3289 PARKER STREET, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,5 Plus Level,595000,12/01/2017,3,2,865,,New,15,214,3289,"RIVERWALK AVENUE,",Vancouver,"214, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,675750,17/07/2017,3,2,959,,New,7,604,3289,"RIVERWALK AVENUE,",Vancouver,"604, 3289 RIVERWALK AVENUE, Vancouver"
Apartment,Corner Unit,548250,13/11/2017,3,2,951,,1 year,68,510,3281,E KENT NORTH,Vancouver,"510, 3281 E KENT NORTH Vancouver"
Apartment,Corner Unit,548250,13/11/2017,3,2,951,,1 year,68,510,3281,E KENT NORTH,Vancouver,"510, 3281 E KENT NORTH Vancouver"
Apartment,Corner Unit,548250,13/11/2017,3,2,951,,1 year,68,510,3281,E KENT NORTH,Vancouver,"510, 3281 E KENT NORTH Vancouver"
Apartment,Corner Unit,748000,15/12/2017,3,2,1020,,1 year,68,605,3281,E KENT AVENUE,Vancouver,"605, 3281 E KENT AVENUE Vancouver"
Apartment,1 Storey,697000,11/03/2017,3,2,884,,27,67,304,3280,"W BROADWAY,",Vancouver,"304, 3280 W BROADWAY, Vancouver"
Apartment,Upper Unit,678300,17/06/2017,3,2,930,,27,5,109,3280,"W BROADWAY,",Vancouver,"109, 3280 W BROADWAY, Vancouver"
Apartment,"Corner Unit, End Unit",609450,14/01/2018,3,2,1194,,42,41,308,3264,"OAK STREET,",Vancouver,"308, 3264 OAK STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",756500,25/12/2017,3,2,1043,,41,7,104,3264,"OAK STREET,",Vancouver,"104, 3264 OAK STREET, Vancouver"
Townhouse,2 Storey,1171300,10/12/2017,3,2,1233,,12,7,,3258,"TUPPER STREET,",Vancouver,"3258 TUPPER STREET, Vancouver"
Apartment,1 Storey,595000,11/09/2017,3,2,853,,28,4,216,3250,"W BROADWAY,",Vancouver,"216, 3250 W BROADWAY, Vancouver"
Apartment,1 Storey,595000,11/09/2017,3,2,853,,28,4,216,3250,"W BROADWAY,",Vancouver,"216, 3250 W BROADWAY, Vancouver"
Apartment,1 Storey,595000,11/09/2017,3,2,853,,28,4,216,3250,"W BROADWAY,",Vancouver,"216, 3250 W BROADWAY, Vancouver"
Apartment,1 Storey,595000,11/09/2017,3,2,853,,28,4,216,3250,"W BROADWAY,",Vancouver,"216, 3250 W BROADWAY, Vancouver"
Apartment,1 Storey,595000,11/09/2017,3,2,853,,28,4,216,3250,"W BROADWAY,",Vancouver,"216, 3250 W BROADWAY, Vancouver"
House,2 Storey,1436500,14/06/2017,7,4,2461,0.12,29,19,,3239,"NANAIMO STREET,",Vancouver,"3239 NANAIMO STREET, Vancouver"
Townhouse,Corner Unit,724841.75,26/11/2017,3,2,1065,,23,34,1,3238,"QUEBEC STREET,",Vancouver,"1, 3238 QUEBEC STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",573750,15/10/2017,2,1,764,,12,24,312,3228,"TUPPER STREET,",Vancouver,"312, 3228 TUPPER STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",573750,15/10/2017,2,1,764,,12,24,312,3228,"TUPPER STREET,",Vancouver,"312, 3228 TUPPER STREET, Vancouver"
Apartment,2 Storey,919700,16/10/2017,3,2,1113,,12,7,415,3228,"TUPPER STREET,",Vancouver,"415, 3228 TUPPER STREET, Vancouver"
Apartment,1 Storey,612000,29/12/2017,2,1,645,,12,7,306,3228,"TUPPER STREET,",Vancouver,"306, 3228 TUPPER STREET, Vancouver"
House,2 Storey,1360000,23/10/2017,6,2,2102,0.11,60,22,,3225,"COLERIDGE STREET,",Vancouver,"3225 COLERIDGE STREET, Vancouver"
Apartment,1 Storey,721650,25/06/2017,3,2,964,,28,6,202,3220,"W 4TH AVENUE,",Vancouver,"202, 3220 W 4TH AVENUE, Vancouver"
Apartment,"Corner Unit, End Unit",753525,21/01/2018,3,2,1027,,29,4,105,3218,"ONTARIO STREET,",Vancouver,"105, 3218 ONTARIO STREET, Vancouver"
Apartment,"End Unit, Upper Unit",748000,19/06/2017,3,2,927,,26,7,302,3218,"ONTARIO STREET,",Vancouver,"302, 3218 ONTARIO STREET, Vancouver"
Apartment,1 Storey,692750,10/12/2017,3,2,875,,26,8,205,3218,"ONTARIO STREET,",Vancouver,"205, 3218 ONTARIO STREET, Vancouver"
Apartment,Upper Unit,875500,30/06/2017,3,2,787,,New,82,,3208,"HOWE STREET,",Vancouver,"3208 HOWE STREET, Vancouver"
Apartment,Other,573750,29/04/2018,2,1,599,,21,153,,3204,"W GEORGIA STREET,",Vancouver,"3204 W GEORGIA STREET, Vancouver"
Apartment,Other,573750,29/04/2018,2,1,599,,21,153,,3204,"W GEORGIA STREET,",Vancouver,"3204 W GEORGIA STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",543150,07/11/2018,2,2,807,,29,5,103,3199,"WILLOW STREET,",Vancouver,"103, 3199 WILLOW STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",543150,07/11/2018,2,2,807,,29,5,103,3199,"WILLOW STREET,",Vancouver,"103, 3199 WILLOW STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",543150,07/11/2018,2,2,807,,29,5,103,3199,"WILLOW STREET,",Vancouver,"103, 3199 WILLOW STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",543150,07/11/2018,2,2,807,,29,5,103,3199,"WILLOW STREET,",Vancouver,"103, 3199 WILLOW STREET, Vancouver"
Apartment,End Unit,600780,11/03/2017,2,2,803,,28,90,403,3199,"WILLOW STREET,",Vancouver,"403, 3199 WILLOW STREET, Vancouver"
Townhouse,1 Storey,671500,27/02/2018,2,1,683,0.14,New,8,,3182,"BURRARD STREET,",Vancouver,"3182 BURRARD STREET, Vancouver"
Townhouse,"2 Storey w/Bsmt., Inside Unit",610300,08/06/2018,3,2,1690,,45,32,103,3180,"E 58TH AVENUE,",Vancouver,"103, 3180 E 58TH AVENUE, Vancouver"
Townhouse,2 Storey w/Bsmt.,669800,24/03/2018,4,4,1623,,47,11,68,3180,"E 58TH AVENUE,",Vancouver,"68, 3180 E 58TH AVENUE, Vancouver"
Townhouse,"2 Storey w/Bsmt., End Unit",748850,29/10/2017,4,4,2039,,44,8,71,3180,"E 58TH AVENUE,",Vancouver,"71, 3180 E 58TH AVENUE, Vancouver"
Townhouse,3 Storey,764150,12/01/2017,4,3,2054,,46,51,85,3180,"E 58TH AVENUE,",Vancouver,"85, 3180 E 58TH AVENUE, Vancouver"
Apartment,1 Storey,603500,15/05/2017,3,2,919,,3,27,205,3168,"RIVERWALK AVENUE,",Vancouver,"205, 3168 RIVERWALK AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit",525300,15/12/2017,3,1,830,,3,33,709,3168,"RIVERWALK AVENUE,",Vancouver,"709, 3168 RIVERWALK AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit",525300,15/12/2017,3,1,830,,3,33,709,3168,"RIVERWALK AVENUE,",Vancouver,"709, 3168 RIVERWALK AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit",525300,15/12/2017,3,1,830,,3,33,709,3168,"RIVERWALK AVENUE,",Vancouver,"709, 3168 RIVERWALK AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit",525300,15/12/2017,3,1,830,,3,33,709,3168,"RIVERWALK AVENUE,",Vancouver,"709, 3168 RIVERWALK AVENUE, Vancouver"
Apartment,Upper Unit,556750,09/08/2017,3,2,830,,5,8,321,3163,"RIVERWALK AVENUE,",Vancouver,"321, 3163 RIVERWALK AVENUE, Vancouver"
Apartment,Upper Unit,556750,09/08/2017,3,2,830,,5,8,321,3163,"RIVERWALK AVENUE,",Vancouver,"321, 3163 RIVERWALK AVENUE, Vancouver"
Apartment,Upper Unit,556750,09/08/2017,3,2,830,,5,8,321,3163,"RIVERWALK AVENUE,",Vancouver,"321, 3163 RIVERWALK AVENUE, Vancouver"
Apartment,Upper Unit,556750,09/08/2017,3,2,830,,5,8,321,3163,"RIVERWALK AVENUE,",Vancouver,"321, 3163 RIVERWALK AVENUE, Vancouver"
Apartment,Upper Unit,556750,09/08/2017,3,2,830,,5,8,321,3163,"RIVERWALK AVENUE,",Vancouver,"321, 3163 RIVERWALK AVENUE, Vancouver"
Apartment,Upper Unit,556750,09/08/2017,3,2,830,,5,8,321,3163,"RIVERWALK AVENUE,",Vancouver,"321, 3163 RIVERWALK AVENUE, Vancouver"
Apartment,Upper Unit,556750,09/08/2017,3,2,830,,5,8,321,3163,"RIVERWALK AVENUE,",Vancouver,"321, 3163 RIVERWALK AVENUE, Vancouver"
House,Rancher w/Loft,1096500,07/02/2018,5,2,1628,0.12,74,11,,3150,"GRANT STREET,",Vancouver,"3150 GRANT STREET, Vancouver"
Townhouse,2 Storey w/Bsmt.,726750,16/11/2017,4,3,2064,,44,63,14,3150,"E 58TH AVENUE,",Vancouver,"14, 3150 E 58TH AVENUE, Vancouver"
Apartment,"2 Storey, Corner Unit",671500,11/10/2017,3,1,913,,19,9,317,3150,"W 4TH AVENUE,",Vancouver,"317, 3150 W 4TH AVENUE, Vancouver"
Apartment,"1 Storey, Upper Unit",680000,17/06/2017,3,2,868,,19,5,316,3150,"W 4TH AVENUE,",Vancouver,"316, 3150 W 4TH AVENUE, Vancouver"
Apartment,1 Storey,654500,13/06/2017,3,1,865,,19,18,315,3150,"W 4TH AVENUE,",Vancouver,"315, 3150 W 4TH AVENUE, Vancouver"
Apartment,"2 Storey, Corner Unit",718165,24/12/2017,3,1,918,,19,2,318,3150,"W 4TH AVENUE,",Vancouver,"318, 3150 W 4TH AVENUE, Vancouver"
House,2 Storey,1180650,21/09/2017,5,2,1782,0.11,72,11,,3142,"GRAVELEY STREET,",Vancouver,"3142 GRAVELEY STREET, Vancouver"
Townhouse,2 Storey,622200,18/06/2017,3,1,847,,18,21,6,3140,"W 4TH AVENUE,",Vancouver,"6, 3140 W 4TH AVENUE, Vancouver"
Apartment,Corner Unit,420750,22/11/2017,2,1,712,,5,0,305,3133,"RIVERWALK AVENUE,",Vancouver,"305, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,Corner Unit,420750,22/11/2017,2,1,712,,5,0,305,3133,"RIVERWALK AVENUE,",Vancouver,"305, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,"Corner Unit, Penthouse",590750,09/07/2017,3,2,864,,5,11,420,3133,"RIVERWALK AVENUE,",Vancouver,"420, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,"Corner Unit, Penthouse",590750,09/07/2017,3,2,864,,5,11,420,3133,"RIVERWALK AVENUE,",Vancouver,"420, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,"Corner Unit, Penthouse",590750,09/07/2017,3,2,864,,5,11,420,3133,"RIVERWALK AVENUE,",Vancouver,"420, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,"Corner Unit, Penthouse",590750,09/07/2017,3,2,864,,5,11,420,3133,"RIVERWALK AVENUE,",Vancouver,"420, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,"Corner Unit, Penthouse",590750,09/07/2017,3,2,864,,5,11,420,3133,"RIVERWALK AVENUE,",Vancouver,"420, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,"Corner Unit, Penthouse",590750,09/07/2017,3,2,864,,5,11,420,3133,"RIVERWALK AVENUE,",Vancouver,"420, 3133 RIVERWALK AVENUE, Vancouver"
Apartment,1 Storey,641750,14/10/2017,3,2,942,,25,34,202,3131,"MAIN STREET,",Vancouver,"202, 3131 MAIN STREET, Vancouver"
Townhouse,End Unit,879750,22/08/2017,3,2,1160,,32,13,,3115,"ALBERTA STREET,",Vancouver,"3115 ALBERTA STREET, Vancouver"
Townhouse,End Unit,879750,22/08/2017,3,2,1160,,32,13,,3115,"ALBERTA STREET,",Vancouver,"3115 ALBERTA STREET, Vancouver"
Apartment,Other,862750,15/02/2017,2,2,815,,17,24,,3106,"NELSON STREET,",Vancouver,"3106 NELSON STREET, Vancouver"
Apartment,Other,765000,16/03/2017,2,1,499,,New,84,,3106,"HOWE STREET,",Vancouver,"3106 HOWE STREET, Vancouver"
Townhouse,2 Storey,1015750,24/06/2017,3,2,1121,,6,5,,3098,"LAUREL STREET,",Vancouver,"3098 LAUREL STREET, Vancouver"
House,2 Storey w/Bsmt.,2805000,13/06/2017,6,5,3013,0.09,16,45,,3089,"MACKENZIE STREET,",Vancouver,"3089 MACKENZIE STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",722500,24/02/2018,3,2,1119,,18,16,306,3088,"W 41ST AVENUE,",Vancouver,"306, 3088 W 41ST AVENUE, Vancouver"
