Type,Type2,Price,Sold Date,Bedrooms,Bathrooms,Area,Acres,Age,DoM,Unit No,Building No,Street,City,Address
Townhouse,Split Entry,516800,25/02/2018,2,1,664,,34,6,9,877,"W 7TH AVENUE,",Vancouver,"9, 877 W 7TH AVENUE, Vancouver"
Townhouse,2 Storey,578000,26/02/2018,2,1,805,,41,22,7,870,"W 7TH AVENUE,",Vancouver,"7, 870 W 7TH AVENUE, Vancouver"
Townhouse,2 Storey,578000,26/02/2018,2,1,805,,41,22,7,870,"W 7TH AVENUE,",Vancouver,"7, 870 W 7TH AVENUE, Vancouver"
Townhouse,2 Storey,578000,26/02/2018,2,1,805,,41,22,7,870,"W 7TH AVENUE,",Vancouver,"7, 870 W 7TH AVENUE, Vancouver"
Townhouse,End Unit,748000,13/01/2018,4,2,1731,,22,2,1,868,"CASSIAR STREET,",Vancouver,"1, 868 CASSIAR STREET, Vancouver"
Apartment,1 Storey,306000,19/10/2017,2,1,525,,19,34,208,868,"KINGSWAY AVENUE,",Vancouver,"208, 868 KINGSWAY AVENUE, Vancouver"
Apartment,1 Storey,765000,15/02/2018,3,2,1044,,24,32,1903,867,"HAMILTON STREET,",Vancouver,"1903, 867 HAMILTON STREET, Vancouver"
Apartment,Upper Unit,790500,15/12/2017,3,2,1004,,23,18,1805,867,"HAMILTON STREET,",Vancouver,"1805, 867 HAMILTON STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",935000,13/12/2017,3,2,1244,,23,23,2201,867,"HAMILTON STREET,",Vancouver,"2201, 867 HAMILTON STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",814300,27/08/2017,3,2,1077,,22,130,1701,867,"HAMILTON STREET,",Vancouver,"1701, 867 HAMILTON STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",799850,11/11/2017,3,2,1045,,24,6,1206,867,"HAMILTON STREET,",Vancouver,"1206, 867 HAMILTON STREET, Vancouver"
Apartment,"2 Storey, Penthouse",2210000,11/12/2017,4,2,1860,,23,84,3102,867,"HAMILTON STREET,",Vancouver,"3102, 867 HAMILTON STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",603500,24/06/2017,2,1,790,,23,4,802,867,"HAMILTON STREET,",Vancouver,"802, 867 HAMILTON STREET, Vancouver"
Apartment,"1 Storey, Upper Unit",603500,24/06/2017,2,1,790,,23,4,802,867,"HAMILTON STREET,",Vancouver,"802, 867 HAMILTON STREET, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",514250,20/08/2017,2,1,630,,29,6,104,865,"W 15TH AVENUE,",Vancouver,"104, 865 W 15TH AVENUE, Vancouver"
Apartment,"Corner Unit, Ground Level Unit",514250,20/08/2017,2,1,630,,29,6,104,865,"W 15TH AVENUE,",Vancouver,"104, 865 W 15TH AVENUE, Vancouver"
Townhouse,2 Storey,1379125,11/01/2017,3,3,1434,,8,26,,861,"RICHARDS STREET,",Vancouver,"861 RICHARDS STREET, Vancouver"
House,2 Storey w/Bsmt.,1266500,10/08/2017,7,2,2009,0.07,113,17,,861,"PRIOR STREET,",Vancouver,"861 PRIOR STREET, Vancouver"
Apartment,Ground Level Unit,293250,26/06/2017,2,1,430,,41,6,101,853,"E 7TH AVENUE,",Vancouver,"101, 853 E 7TH AVENUE, Vancouver"
Townhouse,3 Storey,1075250,10/11/2017,3,2,1203,,9,7,6,850,"W 8TH AVENUE,",Vancouver,"6, 850 W 8TH AVENUE, Vancouver"
Apartment,"Corner Unit, Other",1275000,11/07/2017,4,3,1897,,49,62,201,845,"CHILCO STREET,",Vancouver,"201, 845 CHILCO STREET, Vancouver"
Apartment,1 Storey,637500,16/10/2017,2,1,604,,7,22,2006,838,"W HASTINGS STREET,",Vancouver,"2006, 838 W HASTINGS STREET, Vancouver"
Apartment,Corner Unit,933300,17/12/2017,2,1,899,,7,58,1501,838,"W HASTINGS STREET,",Vancouver,"1501, 838 W HASTINGS STREET, Vancouver"
Apartment,Corner Unit,1148350,10/01/2017,3,2,1170,,20,45,2203,837,"W HASTINGS STREET,",Vancouver,"2203, 837 W HASTINGS STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1324300,13/03/2018,3,2,1099,,9,8,505,833,"HOMER STREET,",Vancouver,"505, 833 HOMER STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1207000,29/05/2017,3,3,1180,,9,46,2303,833,"HOMER STREET,",Vancouver,"2303, 833 HOMER STREET, Vancouver"
House,"1 Storey, Carriage/Coach House",1275000,16/12/2017,6,7,2808,0.07,113,15,,833,"KEEFER STREET,",Vancouver,"833 KEEFER STREET, Vancouver"
Apartment,Corner Unit,986000,15/09/2017,3,2,994,,7,2,3009,833,"SEYMOUR STREET,",Vancouver,"3009, 833 SEYMOUR STREET, Vancouver"
Apartment,Corner Unit,986000,15/09/2017,3,2,994,,7,2,3009,833,"SEYMOUR STREET,",Vancouver,"3009, 833 SEYMOUR STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",662830,20/08/2017,2,1,707,,7,13,1205,833,"SEYMOUR STREET,",Vancouver,"1205, 833 SEYMOUR STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",871250,18/08/2017,3,2,866,,8,11,1802,833,"HOMER STREET,",Vancouver,"1802, 833 HOMER STREET, Vancouver"
Apartment,Upper Unit,624750,25/07/2017,2,1,707,,7,8,1705,833,"SEYMOUR STREET,",Vancouver,"1705, 833 SEYMOUR STREET, Vancouver"
Apartment,Corner Unit,784550,17/07/2017,2,1,733,,7,36,2806,833,"SEYMOUR STREET,",Vancouver,"2806, 833 SEYMOUR STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",1351500,10/04/2017,3,3,1185,,8,12,1703,833,"HOMER STREET,",Vancouver,"1703, 833 HOMER STREET, Vancouver"
Apartment,Corner Unit,903550,09/09/2017,3,2,988,,7,23,1403,833,"SEYMOUR STREET,",Vancouver,"1403, 833 SEYMOUR STREET, Vancouver"
Apartment,Corner Unit,903550,09/09/2017,3,2,988,,7,23,1403,833,"SEYMOUR STREET,",Vancouver,"1403, 833 SEYMOUR STREET, Vancouver"
Apartment,1 Storey,671500,09/08/2017,2,1,685,,7,8,1704,833,"SEYMOUR STREET,",Vancouver,"1704, 833 SEYMOUR STREET, Vancouver"
Apartment,1 Storey,671500,09/08/2017,2,1,685,,7,8,1704,833,"SEYMOUR STREET,",Vancouver,"1704, 833 SEYMOUR STREET, Vancouver"
House,"4 Level Split, Loft/Warehouse Conv.",1802000,23/04/2018,4,3,2520,0.07,109,8,,832,"KEEFER STREET,",Vancouver,"832 KEEFER STREET, Vancouver"
Apartment,Ground Level Unit,284750,17/07/2017,1,1,439,,43,8,111,830,"E 7TH AVENUE,",Vancouver,"111, 830 E 7TH AVENUE, Vancouver"
Apartment,Corner Unit,579700,24/06/2017,2,1,798,,33,33,202,828,"GILFORD STREET,",Vancouver,"202, 828 GILFORD STREET, Vancouver"
Apartment,Corner Unit,579700,24/06/2017,2,1,798,,33,33,202,828,"GILFORD STREET,",Vancouver,"202, 828 GILFORD STREET, Vancouver"
Apartment,"Corner Unit, Penthouse",416500,16/01/2018,2,1,651,,41,14,303,825,"E 7TH AVENUE,",Vancouver,"303, 825 E 7TH AVENUE, Vancouver"
Apartment,Corner Unit,425000,30/10/2017,2,1,660,,40,7,311,825,"E 7TH AVENUE,",Vancouver,"311, 825 E 7TH AVENUE, Vancouver"
Apartment,Corner Unit,425000,30/10/2017,2,1,660,,40,7,311,825,"E 7TH AVENUE,",Vancouver,"311, 825 E 7TH AVENUE, Vancouver"
Apartment,Ground Level Unit,442000,14/02/2017,2,1,557,,40,8,104,825,"E 7TH AVENUE,",Vancouver,"104, 825 E 7TH AVENUE, Vancouver"
Apartment,Corner Unit,646000,15/10/2017,3,2,787,,18,56,506,822,"HOMER STREET,",Vancouver,"506, 822 HOMER STREET, Vancouver"
Apartment,Corner Unit,956250,15/04/2017,3,2,1057,,10,10,604,821,"CAMBIE STREET,",Vancouver,"604, 821 CAMBIE STREET, Vancouver"
Apartment,1 Storey,581825,14/08/2017,2,1,635,,10,49,603,821,"CAMBIE STREET,",Vancouver,"603, 821 CAMBIE STREET, Vancouver"
Apartment,1 Storey,581825,14/08/2017,2,1,635,,10,49,603,821,"CAMBIE STREET,",Vancouver,"603, 821 CAMBIE STREET, Vancouver"
Apartment,1 Storey,581825,14/08/2017,2,1,635,,10,49,603,821,"CAMBIE STREET,",Vancouver,"603, 821 CAMBIE STREET, Vancouver"
Apartment,1 Storey,581825,14/08/2017,2,1,635,,10,49,603,821,"CAMBIE STREET,",Vancouver,"603, 821 CAMBIE STREET, Vancouver"
Apartment,Upper Unit,573750,28/12/2017,2,1,600,,10,42,905,821,"CAMBIE STREET,",Vancouver,"905, 821 CAMBIE STREET, Vancouver"
Apartment,Upper Unit,573750,28/12/2017,2,1,600,,10,42,905,821,"CAMBIE STREET,",Vancouver,"905, 821 CAMBIE STREET, Vancouver"
Apartment,Other,567375,11/10/2017,3,2,774,,New,51,,820,"ORMIDALE STREET,",Vancouver,"820 ORMIDALE STREET, Vancouver"
Apartment,Other,567375,11/10/2017,3,2,774,,New,51,,820,"ORMIDALE STREET,",Vancouver,"820 ORMIDALE STREET, Vancouver"
Apartment,Other,567375,11/10/2017,3,2,774,,New,51,,820,"ORMIDALE STREET,",Vancouver,"820 ORMIDALE STREET, Vancouver"
Apartment,Other,567375,11/10/2017,3,2,774,,New,51,,820,"ORMIDALE STREET,",Vancouver,"820 ORMIDALE STREET, Vancouver"
Apartment,Other,567375,11/10/2017,3,2,774,,New,51,,820,"ORMIDALE STREET,",Vancouver,"820 ORMIDALE STREET, Vancouver"
Apartment,Other,567375,11/10/2017,3,2,774,,New,51,,820,"ORMIDALE STREET,",Vancouver,"820 ORMIDALE STREET, Vancouver"
Apartment,Other,567375,11/10/2017,3,2,774,,New,51,,820,"ORMIDALE STREET,",Vancouver,"820 ORMIDALE STREET, Vancouver"
Apartment,Upper Unit,1398250,22/12/2017,4,2,2043,,42,25,,820,"MILLBANK STREET,",Vancouver,"820 MILLBANK STREET, Vancouver"
Apartment,Corner Unit,585554.8,27/03/2018,3,2,721,,21,1,210,819,"HAMILTON STREET,",Vancouver,"210, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,585554.8,27/03/2018,3,2,721,,21,1,210,819,"HAMILTON STREET,",Vancouver,"210, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,585554.8,27/03/2018,3,2,721,,21,1,210,819,"HAMILTON STREET,",Vancouver,"210, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,585554.8,27/03/2018,3,2,721,,21,1,210,819,"HAMILTON STREET,",Vancouver,"210, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,585554.8,27/03/2018,3,2,721,,21,1,210,819,"HAMILTON STREET,",Vancouver,"210, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,585554.8,27/03/2018,3,2,721,,21,1,210,819,"HAMILTON STREET,",Vancouver,"210, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,552500,16/01/2018,3,1,765,,21,7,608,819,"HAMILTON STREET,",Vancouver,"608, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,552500,16/01/2018,3,1,765,,21,7,608,819,"HAMILTON STREET,",Vancouver,"608, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,552500,16/01/2018,3,1,765,,21,7,608,819,"HAMILTON STREET,",Vancouver,"608, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,552500,16/01/2018,3,1,765,,21,7,608,819,"HAMILTON STREET,",Vancouver,"608, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,552500,16/01/2018,3,1,765,,21,7,608,819,"HAMILTON STREET,",Vancouver,"608, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,552500,16/01/2018,3,1,765,,21,7,608,819,"HAMILTON STREET,",Vancouver,"608, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,552500,16/01/2018,3,1,765,,21,7,608,819,"HAMILTON STREET,",Vancouver,"608, 819 HAMILTON STREET, Vancouver"
Apartment,Corner Unit,611915,21/09/2017,2,1,789,,20,4,504,819,"HAMILTON STREET,",Vancouver,"504, 819 HAMILTON STREET, Vancouver"
Apartment,Inside Unit,479230,19/06/2017,2,1,582,,1 year,4,,817,"BOUNDARY ROAD,",Vancouver,"817 BOUNDARY ROAD, Vancouver"
Apartment,"Corner Unit, Upper Unit",341275,23/03/2018,2,1,714,,45,164,304,813,"E BROADWAY,",Vancouver,"304, 813 E BROADWAY, Vancouver"
Apartment,"Corner Unit, Upper Unit",675750,08/10/2018,3,2,887,,25,49,1902,811,"HELMCKEN STREET,",Vancouver,"1902, 811 HELMCKEN STREET, Vancouver"
Apartment,Penthouse,2873000,16/10/2017,4,4,3246,,24,25,,811,"BEACH AVENUE,",Vancouver,"811 BEACH AVENUE, Vancouver"
Apartment,Upper Unit,680000,30/11/2017,3,2,859,,23,16,1901,811,"HELMCKEN STREET,",Vancouver,"1901, 811 HELMCKEN STREET, Vancouver"
Apartment,Corner Unit,696150,19/08/2017,3,2,870,,22,11,1804,811,"HELMCKEN STREET,",Vancouver,"1804, 811 HELMCKEN STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",475150,15/08/2017,2,1,589,,24,21,602,811,"HELMCKEN STREET,",Vancouver,"602, 811 HELMCKEN STREET, Vancouver"
Apartment,1 Storey,671500,25/07/2017,3,2,939,,23,15,202,811,"HELMCKEN STREET,",Vancouver,"202, 811 HELMCKEN STREET, Vancouver"
Apartment,1 Storey,671500,25/07/2017,3,2,939,,23,15,202,811,"HELMCKEN STREET,",Vancouver,"202, 811 HELMCKEN STREET, Vancouver"
Apartment,Inside Unit,280500,15/04/2017,2,1,423,,22,34,,809,"GASTON STREET,",Vancouver,"809 GASTON STREET, Vancouver"
Apartment,Inside Unit,495550,18/01/2018,2,1,594,,17,3,,808,"RICHARDS STREET,",Vancouver,"808 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,518500,24/09/2017,3,1,809,,38,45,213,808,"E 8TH AVENUE,",Vancouver,"213, 808 E 8TH AVENUE, Vancouver"
Apartment,Upper Unit,518500,24/09/2017,3,1,809,,38,45,213,808,"E 8TH AVENUE,",Vancouver,"213, 808 E 8TH AVENUE, Vancouver"
Apartment,Inside Unit,394825,12/01/2017,2,1,519,,2,23,,808,"E CORDOVA STREET,",Vancouver,"808 E CORDOVA STREET, Vancouver"
Apartment,"1 Storey, Ground Level Unit",390150,29/12/2017,2,1,601,,40,1,102,808,"E 8TH AVENUE,",Vancouver,"102, 808 E 8TH AVENUE, Vancouver"
Apartment,Penthouse,1105000,28/12/2017,3,2,1040,,1 year,93,,807,"W 10TH AVENUE,",Vancouver,"807 W 10TH AVENUE, Vancouver"
Apartment,"Inside Unit, Upper Unit",559300,24/07/2017,2,1,547,,16,5,,805,"W GEORGIA STREET,",Vancouver,"805 W GEORGIA STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",559300,24/07/2017,2,1,547,,16,5,,805,"W GEORGIA STREET,",Vancouver,"805 W GEORGIA STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",559300,24/07/2017,2,1,547,,16,5,,805,"W GEORGIA STREET,",Vancouver,"805 W GEORGIA STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",559300,24/07/2017,2,1,547,,16,5,,805,"W GEORGIA STREET,",Vancouver,"805 W GEORGIA STREET, Vancouver"
Apartment,Other,459000,25/06/2017,2,?,527,,1 year,6,,805,"BOUNDARY ROAD,",Vancouver,"805 BOUNDARY ROAD, Vancouver"
Apartment,"Loft/Warehouse Conv., Penthouse",994500,06/02/2018,3,2,1272,,10,12,,804,"W PENDER STREET,",Vancouver,"804 W PENDER STREET, Vancouver"
Apartment,Inside Unit,433500,14/07/2017,2,1,550,,New,19,,803,"RIVER DISTRICT CROSSING,",Vancouver,"803 RIVER DISTRICT CROSSING, Vancouver"
Apartment,Inside Unit,459000,13/12/2017,1,1,410,,18,20,,803,"PACIFIC STREET,",Vancouver,"803 PACIFIC STREET, Vancouver"
Apartment,Inside Unit,535500,20/03/2018,2,1,516,,7,9,,802,"W GEORGIA STREET,",Vancouver,"802 W GEORGIA STREET, Vancouver"
Apartment,Inside Unit,535500,20/03/2018,2,1,516,,7,9,,802,"W GEORGIA STREET,",Vancouver,"802 W GEORGIA STREET, Vancouver"
Apartment,Inside Unit,535500,20/03/2018,2,1,516,,7,9,,802,"W GEORGIA STREET,",Vancouver,"802 W GEORGIA STREET, Vancouver"
Apartment,Inside Unit,535500,20/03/2018,2,1,516,,7,9,,802,"W GEORGIA STREET,",Vancouver,"802 W GEORGIA STREET, Vancouver"
Apartment,Inside Unit,535500,20/03/2018,2,1,516,,7,9,,802,"W GEORGIA STREET,",Vancouver,"802 W GEORGIA STREET, Vancouver"
Apartment,"Inside Unit, Upper Unit",446250,28/05/2017,2,1,520,,5,31,,802,"E GEORGIA STREET,",Vancouver,"802 E GEORGIA STREET, Vancouver"
Apartment,Penthouse,2252500,26/09/2017,3,2,1370,,9,16,,801,"ATHLETES WAY,",Vancouver,"801 ATHLETES WAY, Vancouver"
Apartment,"1 Storey, Ground Level Unit",480250,12/11/2017,2,1,578,,32,4,14,795,"W 8TH AVENUE,",Vancouver,"14, 795 W 8TH AVENUE, Vancouver"
Townhouse,"2 Storey, Upper Unit",960500,09/01/2017,3,2,1076,,33,21,16,795,"W 8TH AVENUE,",Vancouver,"16, 795 W 8TH AVENUE, Vancouver"
Apartment,Corner Unit,340000,24/02/2018,1,1,400,,30,34,908,789,"DRAKE STREET,",Vancouver,"908, 789 DRAKE STREET, Vancouver"
Apartment,Corner Unit,340000,24/02/2018,1,1,400,,30,34,908,789,"DRAKE STREET,",Vancouver,"908, 789 DRAKE STREET, Vancouver"
Apartment,1 Storey,480250,16/06/2017,2,1,596,,27,23,802,789,"DRAKE STREET,",Vancouver,"802, 789 DRAKE STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1105000,20/09/2017,3,2,1083,,26,100,301,789,"JERVIS STREET,",Vancouver,"301, 789 JERVIS STREET, Vancouver"
Apartment,"Corner Unit, Penthouse",815150,07/02/2018,3,2,1165,,30,4,PH 402,788,W 14TH,Vancouver,"PH 402, 788 W 14TH Vancouver"
Townhouse,"2 Storey, Corner Unit",1168750,20/01/2018,4,3,1692,,23,164,28,788,"W 15TH AVENUE,",Vancouver,"28, 788 W 15TH AVENUE, Vancouver"
Apartment,1 Storey,582250,12/01/2017,2,1,640,,9,16,706,788,"HAMILTON STREET,",Vancouver,"706, 788 HAMILTON STREET, Vancouver"
Apartment,1 Storey,582250,12/01/2017,2,1,640,,9,16,706,788,"HAMILTON STREET,",Vancouver,"706, 788 HAMILTON STREET, Vancouver"
Apartment,1 Storey,582250,12/01/2017,2,1,640,,9,16,706,788,"HAMILTON STREET,",Vancouver,"706, 788 HAMILTON STREET, Vancouver"
Apartment,Upper Unit,709750,27/06/2017,2,1,770,,9,8,2007,788,"HAMILTON STREET,",Vancouver,"2007, 788 HAMILTON STREET, Vancouver"
Apartment,1 Storey,661300,24/06/2017,2,1,629,,10,27,1604,788,"RICHARDS STREET,",Vancouver,"1604, 788 RICHARDS STREET, Vancouver"
Apartment,Corner Unit,804100,22/06/2017,3,2,1296,,29,52,302,788,"W 14TH AVENUE,",Vancouver,"302, 788 W 14TH AVENUE, Vancouver"
Townhouse,3 Storey,1309000,09/07/2017,4,3,1533,,23,21,24,780,"W 15TH AVENUE,",Vancouver,"24, 780 W 15TH AVENUE, Vancouver"
Apartment,"1 Storey, Corner Unit, Upper Unit",1160250,30/03/2018,3,2,1060,,3,9,2909,777,"RICHARDS STREET,",Vancouver,"2909, 777 RICHARDS STREET, Vancouver"
Apartment,1 Storey,907800,16/03/2017,3,2,921,,2,13,1512,777,"RICHARDS STREET,",Vancouver,"1512, 777 RICHARDS STREET, Vancouver"
Apartment,"Corner Unit, End Unit",923525,15/11/2017,3,2,895,,2,2,2601,777,"RICHARDS STREET,",Vancouver,"2601, 777 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,527000,15/05/2017,2,1,492,,2,63,2802,777,"RICHARDS STREET,",Vancouver,"2802, 777 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,527000,15/05/2017,2,1,492,,2,63,2802,777,"RICHARDS STREET,",Vancouver,"2802, 777 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,527000,15/05/2017,2,1,492,,2,63,2802,777,"RICHARDS STREET,",Vancouver,"2802, 777 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,527000,15/05/2017,2,1,492,,2,63,2802,777,"RICHARDS STREET,",Vancouver,"2802, 777 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,527000,15/05/2017,2,1,492,,2,63,2802,777,"RICHARDS STREET,",Vancouver,"2802, 777 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,527000,15/05/2017,2,1,492,,2,63,2802,777,"RICHARDS STREET,",Vancouver,"2802, 777 RICHARDS STREET, Vancouver"
Apartment,Corner Unit,952000,22/09/2017,3,2,885,,2,73,1001,777,"RICHARDS STREET,",Vancouver,"1001, 777 RICHARDS STREET, Vancouver"
Apartment,"Corner Unit, End Unit",561000,13/06/2017,2,1,618,,104,24,59,777,"BURRARD STREET,",Vancouver,"59, 777 BURRARD STREET, Vancouver"
Apartment,"Corner Unit, End Unit",561000,13/06/2017,2,1,618,,104,24,59,777,"BURRARD STREET,",Vancouver,"59, 777 BURRARD STREET, Vancouver"
Apartment,Corner Unit,935000,27/07/2017,3,2,888,,2,4,606,777,"RICHARDS STREET,",Vancouver,"606, 777 RICHARDS STREET, Vancouver"
Apartment,Upper Unit,652800,13/07/2017,2,1,543,,2,29,3312,777,"RICHARDS STREET,",Vancouver,"3312, 777 RICHARDS STREET, Vancouver"
Apartment,Corner Unit,1215500,10/05/2017,3,2,1143,,2,5,1909,777,"RICHARDS STREET,",Vancouver,"1909, 777 RICHARDS STREET, Vancouver"
Apartment,"Corner Unit, Upper Unit",1100750,30/04/2017,3,2,885,,2,25,3701,777,"RICHARDS STREET,",Vancouver,"3701, 777 RICHARDS STREET, Vancouver"
Apartment,1 Storey,403750,15/03/2017,2,1,629,,47,12,109,774,"GREAT NORTHERN WAY,",Vancouver,"109, 774 GREAT NORTHERN WAY, Vancouver"
Apartment,1 Storey,323000,26/07/2017,2,1,614,,47,51,109,774,"GREAT NORTHERN WAY,",Vancouver,"109, 774 GREAT NORTHERN WAY, Vancouver"
Apartment,1 Storey,480250,26/01/2018,3,1,792,,22,5,318,760,"KINGSWAY AVENUE,",Vancouver,"318, 760 KINGSWAY AVENUE, Vancouver"
Apartment,Upper Unit,334050,29/12/2017,2,1,488,,20,12,212,760,"KINGSWAY,",Vancouver,"212, 760 KINGSWAY, Vancouver"
Apartment,Upper Unit,357000,24/12/2017,1,1,522,,21,17,320,760,"KINGSWAY,",Vancouver,"320, 760 KINGSWAY, Vancouver"
Apartment,Other,450500,27/04/2017,2,1,517,,1 year,6,,758,"BOUNDARY ROAD,",Vancouver,"758 BOUNDARY ROAD, Vancouver"
House,2 Storey w/Bsmt.,1475175,18/02/2018,5,5,2438,0.08,1 year,24,,757,"WINDERMERE STREET,",Vancouver,"757 WINDERMERE STREET, Vancouver"
Apartment,"Corner Unit, End Unit",510000,21/11/2017,3,1,880,,45,82,201,756,GREAT NORTHERN,Vancouver,"201, 756 GREAT NORTHERN Vancouver"
Apartment,"Corner Unit, End Unit",510000,21/11/2017,3,1,880,,45,82,201,756,GREAT NORTHERN,Vancouver,"201, 756 GREAT NORTHERN Vancouver"
Townhouse,2 Storey,833000,15/10/2017,3,2,1206,,25,20,308,755,"W 15TH AVENUE,",Vancouver,"308, 755 W 15TH AVENUE, Vancouver"
Apartment,Ground Level Unit,297330,24/03/2018,2,1,502,,43,19,117,750,"E 7TH AVENUE,",Vancouver,"117, 750 E 7TH AVENUE, Vancouver"
Apartment,1 Storey,393550,13/03/2018,2,1,695,,45,4,319,750,"E 7TH AVENUE,",Vancouver,"319, 750 E 7TH AVENUE, Vancouver"
Apartment,Ground Level Unit,349350,15/11/2017,2,1,598,,43,56,113,750,"E 7TH AVENUE,",Vancouver,"113, 750 E 7TH AVENUE, Vancouver"
Apartment,Ground Level Unit,382500,24/12/2017,2,1,703,,44,59,119,750,"E 7TH AVENUE,",Vancouver,"119, 750 E 7TH AVENUE, Vancouver"
Apartment,1 Storey,637500,08/05/2018,3,2,833,,8,11,121,738,"E 29TH AVENUE,",Vancouver,"121, 738 E 29TH AVENUE, Vancouver"
Apartment,1 Storey,646850,08/06/2018,3,2,843,,8,18,124,738,"E 29TH AVENUE,",Vancouver,"124, 738 E 29TH AVENUE, Vancouver"
Apartment,Corner Unit,875500,30/03/2018,3,2,1374,,38,24,701,738,"BROUGHTON STREET,",Vancouver,"701, 738 BROUGHTON STREET, Vancouver"
Apartment,"1 Storey, Corner Unit",875500,15/03/2018,3,2,1383,,38,17,601,738,"W BROUGHTON STREET,",Vancouver,"601, 738 W BROUGHTON STREET, Vancouver"
Apartment,Corner Unit,848300,24/08/2017,3,2,1387,,36,4,304,738,"BROUGHTON STREET,",Vancouver,"304, 738 BROUGHTON STREET, Vancouver"
Apartment,End Unit,1989000,11/12/2017,4,3,2753,,35,31,1401,738,"BROUGHTON STREET,",Vancouver,"1401, 738 BROUGHTON STREET, Vancouver"
Apartment,1 Storey,918000,26/12/2017,3,2,1350,,36,3,704,738,"BROUGHTON STREET,",Vancouver,"704, 738 BROUGHTON STREET, Vancouver"
Apartment,1 Storey,590750,17/12/2017,3,1,702,,7,1,423,738,"E 29TH AVENUE,",Vancouver,"423, 738 E 29TH AVENUE, Vancouver"
Apartment,1 Storey,590750,17/12/2017,3,1,702,,7,1,423,738,"E 29TH AVENUE,",Vancouver,"423, 738 E 29TH AVENUE, Vancouver"
Apartment,1 Storey,590750,17/12/2017,3,1,702,,7,1,423,738,"E 29TH AVENUE,",Vancouver,"423, 738 E 29TH AVENUE, Vancouver"
Apartment,1 Storey,590750,17/12/2017,3,1,702,,7,1,423,738,"E 29TH AVENUE,",Vancouver,"423, 738 E 29TH AVENUE, Vancouver"
Apartment,1 Storey,590750,17/12/2017,3,1,702,,7,1,423,738,"E 29TH AVENUE,",Vancouver,"423, 738 E 29TH AVENUE, Vancouver"
Apartment,1 Storey,714000,09/07/2017,3,2,877,,7,6,424,738,"E 29TH AVENUE,",Vancouver,"424, 738 E 29TH AVENUE, Vancouver"
Townhouse,3 Storey,806650,14/12/2017,3,2,924,,4,7,,729,"UNION STREET,",Vancouver,"729 UNION STREET, Vancouver"
Apartment,Corner Unit,872015,26/07/2017,4,2,992,,New,28,907,725,SE MARINE,Vancouver,"907, 725 SE MARINE Vancouver"
Apartment,Corner Unit,872015,26/07/2017,4,2,992,,New,28,907,725,SE MARINE,Vancouver,"907, 725 SE MARINE Vancouver"
Apartment,Corner Unit,738565,11/05/2017,3,1,738,,New,2,1303,725,SE MARINE,Vancouver,"1303, 725 SE MARINE Vancouver"
Apartment,Corner Unit,885615,30/06/2017,4,2,992,,New,2,1107,725,SE MARINE,Vancouver,"1107, 725 SE MARINE Vancouver"
Apartment,Corner Unit,885615,30/06/2017,4,2,992,,New,2,1107,725,SE MARINE,Vancouver,"1107, 725 SE MARINE Vancouver"
Apartment,Corner Unit,778515,28/06/2017,3,2,840,,New,0,1208,725,SE MARINE,Vancouver,"1208, 725 SE MARINE Vancouver"
Apartment,Corner Unit,878815,28/06/2017,4,2,992,,New,0,1007,725,SE MARINE,Vancouver,"1007, 725 SE MARINE Vancouver"
